**assistant**:
> Below are selected log entries of past conversations, as part of an experimental AI memory system. T
**user**:
> Here is a table of abstracts deemed potentially relevant to the macroeconomic or fiscal risks of climate change and/or national-level adaptation for Brazil:
> ===
> DOI,Title,Abstract
> 10.1108/IJCCSM-09-2018-0067,Solar smart grid as a path to economic inclusion and adaptation to climate change in the Brazilian Semiarid Northeast,"Purpose: This study aims to exploit the abundance of solar energy resources for socioeconomic development in the semi -arid Northeastern Brazil as a potent adaptation tool to global climate change. It points out a set of conjuncture factors that allow us to foresee a new paradigm of sustainable development for the region by transforming the sun’s radiant energy into electricity through distributed photovoltaic generation. The new paradigm, as presented in this essay, has the transformative potential to free the region from past regional development dogma, which was dependent on the scarce water resource, and the marginal and predatory use of its Caatinga Biome. Design/methodology/approach: The research uses a pre ante design, following the procedures of scenario building, as an adaptation mechanism to climate change in the sector of energy generation and socioeconomic inclusion. Findings: The scenarios of socioeconomic resilience to climate change based on the abundance of solar radiation, rather than the scarcity of water, demonstrates its potential as a global adaptation paradigm to climate change. Research limitations/implications: The developments proposed are dependent on federal legislation changes, allowing the small producer to be remunerated by the energy produced. Practical implications: The proposed smart grid photovoltaic generation program increases the country's resiliency to the effect of droughts and climate change. Social implications: As proposed, the program allows for the reversion of a pattern of long term poverty in semi-arid Northeast Brazil. Originality/value: The exploitation of the characteristics of abundance of the semiarid climate, i.e. its very condition of semi-aridity with abundant solar radiation, is itself an advantage factor toward adaption to unforeseen drought events. Extensive previous research has focused on weighting and monitoring drought i.e. the paradigm of scarcity. The interplay between exploiting Northeast Brazil’s abundant factors and climate change adaptation, especially at the small farmer levels constitutes a discovery never before contemplated. © 2019, Paulo Nobre, Enio Bueno Pereira, Francinete Francis Lacerda, Marcel Bursztyn, Eduardo Amaral Haddad and Debora Ley."
> 10.18472/SUSTDEB.V10N3.2019.2796,International climate change negotiation: The role of Brazil; [Negociação internacional da mudança do clima: O papel do Brasil],"The increase of greenhouse gases in the atmosphere raises the average temperature of the planet, triggering problems that threaten the survival of humans. Protecting the global climate from the effects of climate change is an essential condition for sustaining life. For this reason, governments, scientists, and society are joining forces to propose better solutions that could well-rounded environmentally, social and economic development relationships. International climate change negotiations involve many countries in establishing strategies to mitigate the problem. Therefore, understanding international negotiation processes and how ratified agreements impact a country is of fundamental importance. The purpose of this paper is to systematize information about how climate negotiations have progressed, detailing key moments and results, analyzing the role that Brazil played in the course of these negotiations and the country’s future perspectives. © 2019 Universidade de Brasilia. All rights reserved."
> 10.1505/146554818825240656,From nationalism to global climate change: Analysis of the historical evolution of environmental governance in the Brazilian Amazon,"The Brazilian Amazon is at the forefront of forest policy because of its importance for the conservation of the world's largest rainforest and its leading role in the implementation of the Reducing Emissions through Deforestation and Forest Degradation programme (REDD+). However, the increasing population and the extraction of natural resources challenge forest governance. This paper assesses the historical evolution of the policy narratives that have driven environmental governance in Brazil. We argue that environmental policy has evolved through an overlapping of narratives, rather than a change in governance logics. The success of REDD+ relies not only on the soundness of its scientific base but also on its interaction with existing narratives, the susceptibility of policies to economic and political changes at the national and international level and the mechanisms of social exclusion it may reinforce. © 2018 BioOne. All rights reserved."
> 10.1080/17583004.2018.1507413,Economic and social implications of low-emission development pathways in Brazil,"As one of the largest developing economies in the world, Brazil faces huge challenges apart from climate change, such as poverty eradication, reducing inequalities, ensuring food and energy security, social coverage, technological innovation and industrial competitiveness. This paper summarizes an analysis of the social and economic implications of long-term greenhouse gas emissions scenarios in Brazil. Recent studies analyzing low-carbon scenarios for Brazil are reviewed, including the IES-Brasil (Economic and Social Implications of Mitigation Scenarios in Brazil) scenarios up to 2030 and 2050, the latter including an emissions pathway consistent with a 1.5 °C target for limiting global temperature increase. The findings of these studies highlight that, if appropriate policy tools (both command-and-control measures and microeconomic policies) are used to overcome the barriers to mitigation options, a decoupling of economic growth and GHG emissions would be possible without harming economic and social development in Brazil. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group."
> 10.3389/fmicb.2018.01228,History and status of selected hosts of the Ralstonia solanacearum species complex causing bacterial wilt in Brazil,"Bacterial wilt induced by the Ralstonia solanacearum species complex is endemic to Brazil, where it can cause variable losses in many hosts. Its economic importance, however, cannot be precisely measured due to Brazil's continental size, subject to variable weather conditions which directly affect disease expression. The objectives of this paper were (i) to gather scattered information on historical facts; (ii) to show the current distribution of the pathogen in the country, and (iii) to comment on future trends on the importance of the disease in economically important current and potential hosts, based on the pathogen's variability and the global climate change under way. © 2018 Lopes and Rossato."
> 10.1016/j.jclepro.2017.05.150,From commodity-based value chains to biomass-based value webs: The case of sugarcane in Brazil's bioeconomy,"The shift from a fossil-based to a bio-based economy (bioeconomy) requires more efficient utilization of the biomass generated from agricultural production. This can be achieved through the cascading use of biomass, which also offers the potential of creating additional value from biomass by developing novel products. Taking sugarcane as a case study example, this paper aims to analyze how well Brazil, the world's leader in sugarcane production, is positioned to reach these goals. The paper combines two conceptual tools: one is the ‘biomass-based value web’, which was developed as an extension of the value chain concept with the aim to capture the links within and between value chains that arise from the cascading and joined use of biomass. The other concept is that of the ‘national innovation system’ (NIS), which serves to identify the different types of actors involved in the biomass value web and the linkages between them. For empirical data collection, the study combined three methods: a mapping of the physical biomass flows in the value web, in-depth interviews with the actors involved, and the application of the ‘Net-Map’ tool to identify the actors in the NIS and their linkages. The findings show that the development of Brazil's international competitiveness in sugar and ethanol was based on political incentives that resulted in a strong network of institutions that focused on these two products. However, to become a front-runner in the future bioeconomy, the existing innovation network needs to be expanded. In particular, it is important to integrate national and international private sector organizations. The findings also suggest that industries need stronger incentives to collaborate with knowledge institutions. Long-term consistent policies and funding opportunities for risky investments are also required to further strengthen Brazil's innovation network to meet future opportunities and challenges of the bioeconomy. © 2017 The Authors"
> 10.1016/j.energy.2017.09.071,Some important uncertainties related to climate change in projections for the Brazilian hydropower expansion in the Amazon,"Brazil has an energy system with a hydrothermal characteristic that interconnects consumers and generators covering 98% of the demand for energy supplies. Most of the plants are concentrated in the southeast region, where the largest consumers and the largest population concentration are located. The expansion of this system, considering the hydroelectric contributions, will occur exploring the potentials located in the Amazon region. This analysis paper shows that the variations imposed by climate changes on some climatological variables create significant uncertainties about the power generation forecasts of the hydroelectric power plants to be installed in the Amazon, thus compromising the financial economic feasibility of these enterprises and also possibly compromising the expansion plans of the Brazilian energy system. The methodological approach uses information from various climate change scenarios and compares those with historical hydrological patterns and generation information. By exploring the characteristics of a large-scale hydrothermal system with high dependence on water resources, this paper provides valuable insights on how energy policy would address hydroelectric vulnerabilities and climate change. This analysis is focused on the Brazilian case but reveals important issues related to systems with hydro thermal characteristics. © 2017 Elsevier Ltd"
> 10.4324/9781315544069,Brazil in the Anthropocene: Conflicts between predatory development and environmental policies,"Brazil is considered one of the world's most important environmental powers. With a continental territory containing almost 70 per cent of the Amazon rainforest, along with a rich biodiversity and huge amount of natural resources, its geopolitical role in environmental decisions is crucial to ongoing global negotiations surrounding climate change. Development policies based on extraction and exportation of raw materials by the mining and agribusiness sectors threaten the global environmental balance and the long-term sustainability of Brazil's economy. Brazil in the Anthropocene examines Brazil's role within the global ecological crisis and considers how national and international policy is influenced by the interdependence of social, political, ethical, scientific and economic factors in the modern age. With chapters from a diverse range of international scholars this interdisciplinary volume will be of great interest to students and scholars of environmental politics, environmental sociology and the environmental humanities. © 2017 selection and editorial matter, Liz-Rejane Issberner and Philippe Léna; individual chapters, the contributors. All rights reserved."
> 10.1016/j.rser.2016.03.054,Nonconventional renewable energy governance in Brazil: Lessons to learn from the German experience,"This paper presents a comparative analysis of energy governance regarding nonconventional renewable energy sources (NCRES) in Brazil and Germany. Brazil is a world leader in the use of conventional renewable energy sources, such as hydro power, while Germany has been achieving outstanding results in fostering NCRES. The focus is on two critical issues: the legal and regulatory framework and the institutions created to support the NCRES market development. The comparison shows that, despite the very different energy situations and policy drivers, valuables lessons can be extracted from the German experience. The main lesson for Brazil is to think NCRES as a strategic opportunity to rely less on fossil fuel and large hydroelectric power plants, to decentralize the electric power sector, to use the huge solar, biomass and wind power potential available in the country and to create a environment-friendly NCRES industry. To this end, three critical points were identified: (1) the legal and regulatory framework should be improved; (2) long-term energy planning taking into account social, economic and climate issues and; (3) the current institutions supporting NCRES in Brazil should be upgraded and/or new ones, such as more specific energy agencies, should be created. © 2016 Elsevier Ltd."
> 10.1371/journal.pone.0152311,Brazil's market for trading forest certificates,"Brazil faces an enormous challenge to implement its revised Forest Code. Despite big losses for the environment, the law introduces new mechanisms to facilitate compliance and foster payment for ecosystem services (PES). The most promising of these is a market for trading forest certificates (CRAs) that allows landowners to offset their restoration obligations by paying for maintaining native vegetation elsewhere. We analyzed the economic potential for the emerging CRA market in Brazil and its implications for PES programs. Results indicate a potential market for trading 4.2 Mha of CRAs with a gross value of US$ 9.2±2.4 billion, with main regional markets forming in the states of Mato Grosso and Sâo Paulo. This would be the largest market for trading forests in the world. Overall, the potential supply of CRAs in Brazilian states exceeds demand, creating an opportunity for additional PES programs to use the CRA market. This expanded market could provide not only monetary incentives to conserve native vegetation, but also environmental co-benefits by fostering PES programs focused on biodiversity, water conservation, and climate regulation. Effective implementation of the Forest Code will be vital to the success of this market and this hurdle brings uncertainty into the market. Long-term commitment, both within Brazil and abroad, will be essential to overcome the many challenges ahead. © 2016 Soares-Filho et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
> 10.1016/j.energy.2016.02.120,Climate change and electricity demand in Brazil: A stochastic approach,"We present a framework for incorporating weather uncertainty into electricity demand forecasting when weather patterns cannot be assumed to be stable, such as in climate change scenarios. This is done by first calibrating an econometric model for electricity demand on historical data, and subsequently applying the model to a large number of simulated weather paths, together with projections for the remaining determinants. Simulated weather paths are generated based on output from a global circulation model, using a method that preserves the trend and annual seasonality of the first and second moments, as well as the spatial and serial correlations. The application of the framework is demonstrated by creating long-term, probabilistic electricity demand forecasts for Brazil for the period 2016-2100 that incorporates weather uncertainty for three climate change scenarios. All three scenarios indicate steady growth in annual average electricity demand until reaching a peak of approximately 1071-1200 TWh in 2060, then subsequently a decline, largely reflecting the trajectory of the population projections. The weather uncertainty in all scenarios is significant, with up to 400 TWh separating the 10th and the 90th percentiles, or approximately ±17% relative to the mean. © 2016 Elsevier Ltd."
> 10.1016/j.eneco.2015.04.007,Climate change policy in Brazil and Mexico: Results from the MIT EPPA model,"Based on an in-depth analysis of results from the MIT Economic Projection and Policy Analysis (EPPA) model of climate policies for Brazil and Mexico, we demonstrate that commitments by Mexico and Brazil for 2020—made during the UN climate meetings in Copenhagen and Cancun—are reachable, but they come at different costs for each country. We find that Brazil's commitments will be met through reduced deforestation, and at no additional cost; however, Mexico's pledges will cost 4 billion US dollars in terms of reduced GDP in 2020. We explore short- and long-term implications of several policy scenarios after 2020, considering current policy debates in both countries. The comparative analysis of these two economies underscores the need for climate policy designed for the specific characteristics of each country, accounting for variables such as natural resources and current economic structure. Our results also suggest that both Brazil and Mexico may face other environmental and economic impacts from stringent global climate policies, affecting variables such as the value of energy resources in international trade. © 2015 The Authors"
> 10.1177/0263276414537317,The Food-Energy-Climate Change Trilemma: Toward a Socio-Economic Analysis,"The food-energy-climate change trilemma refers to the stark alternatives presented by the need to feed a world population growing to nine billion, the attendant risks of land conversion and use for global climate change, and the way these are interconnected with the energy crisis arising from the depletion of oil. Theorizing the interactions between political economies and their related natural environments, in terms of both finitudes of resources and generation of greenhouse gases, presents a major challenge to social sciences. Approaches from classical political economy, transition theory, economic geography, and political ecology, are reviewed before elaborating the neo-Polanyian approach adopted here. The case of Brazil, analysed with an ‘instituted economic process’ framework, demonstrates how the trilemma is a spatial and historical socio-economic phenomenon, varying significantly in its dynamics in different environmental and resource contexts. The paper concludes by highlighting challenges to developing a social scientific theory in this field. © 2014, SAGE Publications. All rights reserved."
> 10.1007/s10584-013-0930-1,Drivers of change in Brazil's carbon dioxide emissions,"Brazil's economic development has been underpinned by a diverse and - in a global comparison - unusual set of energy carriers, notably hydroelectricity and ethanol from sugar cane. Its energy mix makes Brazil one of the least energy-related carbon-intensive economies worldwide. Given that the country is fast becoming one of the world's economic powerhouses, decision-makers need to understand the drivers underlying past and current carbon dioxide emissions trends. We therefore investigate a) which key long-term drivers have led to Brazil's unique emissions profile, and b) the implications of these drivers for Brazil's national policies. We show that Brazil's emissions are growing mainly due to increasing individual standards of living, exports and population size, and that this growth is so far unchallenged by technological and structural improvements toward lower emissions intensities and more efficient production structures. As these trends are likely to continue amidst growing international pressure on key economies to reduce their carbon emissions, a decoupling of drivers from emissions is needed to simultaneously meet development and environmental goals. © 2013 Springer Science+Business Media Dordrecht."
> 10.1590/S0103-20032013000200009,Irrigação como estratégia de adaptação de pequenos agricultores às mudanças climáticas: Aspectos econômicos,"This paper aims to analyze whether Brazilian smallholder farmers who adopt irrigation methods would be more resilient to climate change when compared to smallholders producing rainfed crops. We developed a treatment effects model, based in the Propensity Score Matching technique, which can explain irrigation adoption and net revenues simultaneously. Temperature and precipitation projections for 2010-2099 were used considering different climate scenarios according to the 4th Assessment Report of Intergovernmental Panel on Climate Change. Results confirmed the efficiency of irrigation as an adaptive strategy. For all simulation scenarios, land values of irrigators are, on average, approximately twice the value of rainfed smallholders. It can be concluded that there is need of public policies focused on developing strategies to cope with global warming effects in the agricultural sector. Moreover, given the importance of irrigation adoption as an adaptive measure, it is needed to encourage the expansion of credit lines for irrigation investments, especially for less capitalized farmers."
> 10.1590/S0100-204X2013000100001,Impacts of climate change on the agricultural zoning of climate risk for cotton cultivation in Brazil,"The objective of this work was to evaluate the effect of the temperature increase forecasted by the Intergovernmental Panel on Climate Change (IPCC) on agricultural zoning of cotton production in Brazil. The Northeastern region showed the highest decrease in the low-risk area for cotton cultivation due to the projected temperature increase. This area in the Brazilian Northeast may decrease from 83 million ha in 2010 to approximately 71 million ha in 2040, which means 15% reduction in 30 years. Southeastern and Center-Western regions had small decrease in areas suitable for cotton production until 2040, while the Northern region showed no reduction in these areas. Temperature increase will not benefit cotton cultivation in Brazil because dimension of low-risk areas for economic cotton production may decrease."
> 10.1080/14693062.2012.702018,Brazil beyond 2020: From deforestation to the energy challenge,"The main assumptions and findings are presented on a comparative analysis of three GHG long-term emissions scenarios for Brazil. Since 1990, land-use change has been the most important source of GHG emissions in the country. The voluntary goals to limit Brazilian GHG emissions pledged a reduction in between 36.1% and 38.9% of GHG emissions projected to 2020, to be 6-10% lower than in 2005. Brazil is in a good position to meet the voluntary mitigation goals pledged to the United Nations Framework Convention on Climate Change (UNFCCC) up to 2020: recent efforts to reduce deforestation have been successful and avoided deforestation will form the bulk of the emissions reduction commitment. In 2020, if governmental mitigation goals are met, then GHG emissions from the energy system would become the largest in the country. After 2020, if no additional mitigation actions are implemented, GHG emissions will increase again in the period 2020-2030, due to population and economic growth driving energy demand, supply and GHG emissions. However, Brazil is in a strong position to take a lead in low-carbon economic and social development due to its huge endowment of renewable energy resources allowing for additional mitigation actions to be adopted after 2020. Policy relevance The period beyond 2020 is now relevant in climate policy due to the Durban Platform agreeing a 'protocol, legal instrument or agreed outcome with legal force' that will have effect from 2020. After 2020, Brazil will be in a situation more similar to other industrialized countries, faced with a new challenge of economic development with low GHG energy-related emissions, requiring the adoption of mitigation policies and measures targeted at the energy system. Unlike the mitigation actions in the land-use change sector, where most of the funding will come from the national budgets due to sovereignty concerns, the huge financial resources needed to develop low-carbon transport and energy infrastructure could benefit from soft loans channelled to the country through nationally appropriate mitigation actions (NAMAs). © 2013 Copyright Taylor and Francis Group, LLC."
> 10.1177/0974910112460436,"Self-interested Low-carbon Growth in Brazil, China, and India","This article examines the issue of whether low-carbon growth might be in the self-interest of Brazil, India, and China. These countries are the largest member countries of the G20 emerging markets (GEMs), and are also members of the BRIC and BASIC grouping of countries. Individually, they are very important to each other in different ways, not least in that emissions in one country have impacts on citizens in another. Combined, their growth and development trajectories over the next decade have important implications for both the long-term prosperity of their own people and those of others around the world. © 2012, © 2012 Emerging Markets Forum."
> 10.1016/j.enpol.2010.11.017,Antagonistic bioenergies: Technological divergence of the ethanol industry in Brazil,"We present evidence for the coexistence of two antagonistic sugarcane ethanol production technologies in Brazil, with the Southeast region of the country having relatively mechanized production processes, and the Northeast area using labor-intensive ones. We highlight the main differences between the hand-production and fully automated mechanical manufacturing in the Brazilian ethanol industry and examine the historical, political, and economic factors that induced this regional technology gap that is currently observed. We then construct an environmental model based on a 375-industry interregional input-output system for the Brazilian regions, in order to determine the extent to which the primitive ethanol production of Northern Brazil differs from the automated manufacture technologies of the South in terms of greenhouse gas emissions. We show that ethanol produced with modern technologies generates lower carbon dioxide (CO2) emissions than ethanol produced with traditional production processes. We also demonstrate that ethanol, regardless of the technology with which it was produced, is more carbon-efficient than petrochemical products. © 2010 Elsevier Ltd."
> 10.1061/41173(414)129,Water and deforestation in Brazil: Future challenges for policy implementation,"Brazil is likely to face impacts from global climate change over the next century. One of the most significant ways it will be impacted is through changing water availability: Brazil's ability to supply water to its people for domestic use and economic activity will be affected by its response to water conditions, deforestation, and growth. Brazil's policies in relation to climate change, water and deforestation will likely have a significant impact on Brazil's water supply in the long-term. This paper examines several of the challenges facing Brazil's water and forestry polices, with focus on the effects of climate change, societal forces, and deforestation on the robustness of Brazilian policy. It also analyzes some of the structural advantages and deficiencies facing policymakers. Brazil's policy decisions will have economically and climatologically impacts worldwide and Brazil will face international pressure and internal need to manage its resources wisely. © 2011 ASCE."
> 10.1007/978-90-481-8712-6_20,"Assessment of the Geological Disposal of Carbon Dioxide and Radioactive Waste in Brazil, and Some Comparative Aspects of Their Disposal in Argentina","Brazil and Argentina have a huge geological capacity for carbon ­dioxide (CO2) and radioactive waste (RW) disposal. Projects for carbon capture and disposal in coal seams and depleted oilfields have important economic benefits, ­significantly enhancing gas and oil productivity through enhanced coalbed methane and enhanced oil recovery, respectively. In Brazil and South America as a whole, saline aquifers have the greatest storage capacity and thus the greatest potential for CO2 disposal. Despite the costs of CO2 capture, transport, injection and monitoring in saline aquifers (at present, without direct financial returns), these projects protect the atmosphere by reducing the amount of greenhouse gas emissions. Disposal of RW in deep geological repositories raises the environmental protection issue of preventing RW from nuclear power plants from causing underground (deep aquifers) and surface contamination. In both CO2 and RW disposal, the long-term (millennial) safety of underground isolation in deep geological repositories must be assured. Thus, in selecting geological sites for permanent CO2 and RW disposal, the following should be considered: (1) the occurrence of caprocks to prevent leakage; (2) the structural and geological context (stable regions without earthquake hazards); (3) the disposal capacity; and (4) the cost-efficiency of projects. The definition and characterization of disposal sites is a key question for the energy supply and the geopolitical and environmental security of all Latin American developing countries. The need for a clean diversified energy matrix in a regional context of economic growth, global warming and climate change must be agreed upon by governments and by the public. © 2011, Springer Science+Business Media B.V."
> 10.1016/j.gloenvcha.2010.01.004,Least-cost adaptation options for global climate change impacts on the Brazilian electric power system,"Global climate change induced by the emission of greenhouse gases may pose challenges to energy security. The vulnerability of energy sources, in particular of renewable sources, to climate change raises the need to identify adaptation measures. This paper applies an integrated resource planning approach to calculate least-cost adaptation measures to a set of projected climate impacts on the Brazilian power sector. The methodology used has the advantage of finding optimal solutions that take into consideration the whole energy chain and the interactions between energy supply and demand. Results point in the direction of an increased installed capacity based, mostly, on natural gas, but also sugarcane bagasse, wind power and coal/nuclear plants, to compensate for a lower reliability of hydroelectric production, amongst other impacts. The indirect effect of these results is the displacement of natural gas from other consuming sectors, such as industry, in favor of its use for power generation. Results obtained are, however, based on the techno-economic premises used in the simulation, which may vary in the long term. © 2010 Elsevier Ltd. All rights reserved."
> 10.1016/j.rser.2010.03.041,Genesis and consolidation of the Brazilian bioethanol: A review of policies and incentive mechanisms,"This article aims to investigate the introduction, sustenance and consolidation of bioethanol in Brazil. It presents an analysis of its introductory stage, from the first decades of the 20th century until the early 1970s, when, in a second stage, additional measures allowed for its consolidation and maturity, under the widely known Proalcool. The paper presents a historical reinterpretation of the policies, mechanisms and instruments adopted in both stages, aiming to highlight the economical and political links. It is concluded that the interests of the agrarian elites, operating at the political level, and the fuel supply crisis during Second World War were basic during the first stage, to sustain a productive and logistic capacity and maintain ethanol alive as an automotive fuel. It is also concluded that the launching of Proalcool represented a transition combining the interests of the sugarcane agribusiness, burdened by the drop in sugar prices, and the need to equilibrate the balance of payments due to the oil shocks of the 1970s. Ethanol supply shocks harmed its credibility and its commercial consolidation was only possible through the introduction of flex-fuel vehicles with expectations strongly relying on climate change mitigation actions. © 2010 Elsevier Ltd. All rights reserved."
> 10.1016/j.enpol.2010.06.006,Environmental degradation costs in electricity generation: The case of the Brazilian electrical matrix,"The main purpose of this paper is to emphasize the importance of including environmental degradation costs in the long-term planning of the Brazilian electricity sector. To this aim, environmental external costs associated to both hydro-power and thermal-power electricity generation are investigated. Monetary valuation methodologies are applied and environmental degradation costs, expressed in per kWh of generated energy, are obtained for the main types of generation sources of the Brazilian electricity matrix. Both local pollution due to particulate matter emissions and global warming effects are assessed. A classification of the sources from the point of view of their impact on the environment is given. Degradation costs associated to the installed capacity expansion in the Brazilian electricity sector during the time horizon 2007-2016 are estimated. These resulting costs represent lower boundary damage estimates associated only with the energy to be generated during the period. Results indicate that local pollution caused by a small number of plants could be even more costly to society than global warming and, also, show the importance of considering not only unitary damage costs but the participation of each source on the generated energy during the time horizon, as a guide to planning and policy making. © 2010 Elsevier Ltd. All rights reserved."
> 10.1590/s0006-87052010000100030,The impact of climatic variability and climate change on Arabic coffee crop in Brazil; [Impacto da variabilidade e da mudança climática na produção de café Arábica no Brasil],"The climatic variability is the main factor responsible for the oscillations and frustrations of the coffee grain yield in Brazil. The relationships between the climatic parameters and the agricultural production are quite complex, because environmental factors affect the growth and the development of the plants under different forms during the growth stages of the coffee crop. Agrometeorological models related to the growth, development and productivity can supply information for the soil water monitoring and yield forecast, based on the water stress. A soil water balance during different growth stages of the coffee crop, can quantify the effect of the available soil water on the decrease of the final yield. Other climatic factors can reduce the productivity, such as adverse air temperatures happened during different growth stages. Solar radiation and relative humidity influence many physiological processes of the coffee tree but are not generally thought to play an important role as thermal and rainfall conditions in defining potential yield or ecological limitations for this crop. According to the last report of the Intergovernmental Panel on Climate Change (IPCC, 2007), the global temperature is supposed to increase 1.1oC to 6.4oC and the rainfall 15% in the tropical areas of Brazil. Some Global warming projections as presented by IPCC will cause a strong decrease in the coffee production in Brazil. According to the literature besides the reduction of suitable areas for coffee production, the crop will tend to move South and uphill regions. This review article analyze the effect that these possible scenarios would have in the agro-climatic coffee zoning in Brazil, and adaptive solutions, such as agronomic mitigations and development of cultivars adapted to high temperatures is considered."
> 10.1016/j.gloenvcha.2008.06.008,The impacts of global warming on farmers in Brazil and India,"How big a threat is global warming to climate-sensitive and economically important sectors such as agriculture in developing countries? How well will farmers be able to adapt to the threats of global warming? This paper attempts to shed light on these two important questions. A cross-sectional analysis is employed to estimate the climate sensitivity of agriculture in Brazil and India. Using panel data from both countries, the study measures how net farm income or property values vary with climate, and consequently, how farmers in India and Brazil react and adapt to climate. The estimated relationships are then used to predict the consequence of alternative climate scenarios. Global warming by the end of the next century could cause annual damages in Brazil between 1% and 39% and between 4% and 26% in India, although some of this effect may be potentially offset by carbon fertilization. These estimates do not factor into account climate-induced extreme weather events. © 2008 Elsevier Ltd. All rights reserved."
> 10.1016/j.gloenvcha.2008.06.008,The impacts of global warming on farmers in Brazil and India,"How big a threat is global warming to climate-sensitive and economically important sectors such as agriculture in developing countries? How well will farmers be able to adapt to the threats of global warming? This paper attempts to shed light on these two important questions. A cross-sectional analysis is employed to estimate the climate sensitivity of agriculture in Brazil and India. Using panel data from both countries, the study measures how net farm income or property values vary with climate, and consequently, how farmers in India and Brazil react and adapt to climate. The estimated relationships are then used to predict the consequence of alternative climate scenarios. Global warming by the end of the next century could cause annual damages in Brazil between 1% and 39% and between 4% and 26% in India, although some of this effect may be potentially offset by carbon fertilization. These estimates do not factor into account climate-induced extreme weather events. (C) 2008 Elsevier Ltd. All rights reserved."
> 10.1016/j.energy.2016.02.120,Climate change and electricity demand in Brazil: A stochastic approach,"We present a framework for incorporating weather uncertainty into electricity demand forecasting when weather patterns cannot be assumed to be stable, such as in climate change scenarios. This is done by first calibrating an econometric model for electricity demand on historical data, and subsequently applying the model to a large number of simulated weather paths, together with projections for the remaining determinants. Simulated weather paths are generated based on output from a global circulation model, using a method that preserves the trend and annual seasonality of the first and second moments, as well as the spatial and serial correlations. The application of the framework is demonstrated by creating long-term, probabilistic electricity demand forecasts for Brazil for the period 2016-2100 that incorporates weather uncertainty for three climate change scenarios. All three scenarios indicate steady growth in annual average electricity demand until reaching a peak of approximately 1071-1200 TWh in 2060, then subsequently a decline, largely reflecting the trajectory of the population projections. The weather uncertainty in all scenarios is significant, with up to 400 TWh separating the 10th and the 90th percentiles, or approximately +/- 17% relative to the mean. (C) 2016 Elsevier Ltd. All rights reserved."
> 10.3390/math8122217,"Greening the Financial System in USA, Canada and Brazil: A Panel Data Analysis","Each country designs its own scheme to achieve green financing and, in general, credit is considered to be a fundamental source of greening financial systems. The novelty of this study resides in that we examined green financing initiatives in USA, Canada and Brazil by focusing on major components of the financial systems before, during and after the 2008 world financial crisis. By means of panel data analysis conducted on observations ranging across the period 1970-2018, we investigated variables such as domestic credit from banks, domestic credit from the financial sector, GDP, N2O emissions, CO2 emissions and the value added from agriculture, forest and fishing activities. According to our findings, domestic credit from banks was insufficient to achieve green financing. Namely, in order to increase economic growth while reducing global warming and climate change, the financial sector should assume a bigger role in funding green investments. Moreover, our results showed that domestic credit from the financial sector contributed to green financing, while CO2 emissions remained a challenge in capping global warming at the 1.5 degrees C level. Our empirical study supports the idea that economic growth together with policies targeting climate change and global warming can contribute to green financing. Over and above that, governments should strive to design sustainable fiscal and monetary policies that promote green financing."
> 10.1590/S0100-204X2013000100001,Impacts of climate change on the agricultural zoning of climate risk for cotton cultivation in Brazil,"The objective of this work was to evaluate the effect of the temperature increase forecasted by the Intergovernmental Panel on Climate Change (IPCC) on agricultural zoning of cotton production in Brazil. The Northeastern region showed the highest decrease in the low-risk area for cotton cultivation due to the projected temperature increase. This area in the Brazilian Northeast may decrease from 83 million ha in 2010 to approximately 71 million ha in 2040, which means 15% reduction in 30 years. Southeastern and Center-Western regions had small decrease in areas suitable for cotton production until 2040, while the Northern region showed no reduction in these areas. Temperature increase will not benefit cotton cultivation in Brazil because dimension of low-risk areas for economic cotton production may decrease."
> 10.1016/j.gloenvcha.2010.01.004,Least-cost adaptation options for global climate change impacts on the Brazilian electric power system,"Global climate change induced by the emission of greenhouse gases may pose challenges to energy security. The vulnerability of energy sources, in particular of renewable sources, to climate change raises the need to identify adaptation measures. This paper applies an integrated resource planning approach to calculate least-cost adaptation measures to a set of projected climate impacts on the Brazilian power sector. The methodology used has the advantage of finding optimal solutions that take into consideration the whole energy chain and the interactions between energy supply and demand. Results point in the direction of an increased installed capacity based, mostly, on natural gas, but also sugarcane bagasse, wind power and coal/nuclear plants, to compensate for a lower reliability of hydroelectric production, amongst other impacts. The indirect effect of these results is the displacement of natural gas from other consuming sectors, such as industry, in favor of its use for power generation. Results obtained are, however, based on the techno-economic premises used in the simulation, which may vary in the long term. (C) 2010 Elsevier Ltd. All rights reserved."
> 10.1016/j.cliser.2021.100276,"Climate services in Brazil: Past, present, and future perspectives","From the devastating effects of the 1877-1879 Great Drought in the Northeast region to the creation of the Center for Weather Forecast and Climate Studies (CPTEC) at the National Institute for Space Research (INPE) in the early 1990 s, Brazil went from a total absence of meteorological expertise to becoming a member of a select group of nations with the infrastructure and technical expertise to build and run a global general circulation model. This article reviews the most critical moments in the development of climate services in Brazil, addressing the evolution of its infrastructure for observation, monitoring, modeling, and prediction, the still incipient efforts in systematically understanding users' perspectives and needs, and the work required to incorporate the usable science and co-production paradigms into the main centers of production of climate information. Advances and challenges are analyzed, and actions for strengthening the climate services framework are proposed."
